ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,va Cell Phone,Response ID,Timestamp MM/dd/yyyy,Custom Variable 1,Custom Variable 2,Custom Variable 3,Custom Variable 4,Respondent Email,Region,How many people are in the veterans household including the veteran,Veterans First Name if first name is not provided  please type,Veterans Email Address yourname.com,Cell Phone XXX-XXX-XXXX 1-999-999-9999,UserAgent,Q_URL,Q35,QIS,QIVA,Q1,Q2,Q3,Q4,Q5,Q6,Q7,F37,Q8 into,Q8.1-1a,Q8.1-1b,Q8.1-1c_1,Q8.2-2a,Q8.2-2b,Q8.2-2c_1,Q8.3-a_1,Q8.3-a_2,Q8.3-a_3,Q8.3-a_4,Q8.3-a_5,Q8.3-a_6,Q8.3-a_7,Q8.3-a_8,Q8.3-b_1,Q8.3-b_2,Q8.3-b_3,Q8.3-b_4,Q8.3-b_5,Q8.3-b_6,Q8.3-b_7,Q8.3-b_8,Q8.3-c_1,Q8.3-c_2,Q8.3-c_3,Q8.3-c_4,Q8.3-c_5,Q8.3-c_6,Q8.3-c_7,Q8.3-c_8,Q8.4-a_1,Q8.4-a_2,Q8.4-a_3,Q8.4-a_4,Q8.4-a_5,Q8.4-a_6,Q8.4-a_6_TEXT,Q8.4-b_1,Q8.4-b_2,Q8.4-b_3,Q8.4-b_4,Q8.4-b_5,Q8.4-b_6,Q8.4-b_6_TEXT,Q8.4-c_1,Q8.4-c_2,Q8.4-c_3,Q8.4-c_4,Q8.4-c_5,Q8.4-c_6,Q8.4-c_6_TEXT,Q15,Q16,Q17,Q18,Negative,date range
2796,39069058,,,20170413,,,,,,,,,4/12/17 11:56,"Veterans Assistance Foundation, Inc.",13-WI-150,,,,WI,,,,,,,1,1,1,4,4,4,4,1,1,,,,1,1,4,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,3,1,2,1,2,2,2,,1,2,1,2,2,2,,4,,4,,,,,2,2,1,1,,4/30/2017
2797,39069229,,,20170415,,,,,,,,,4/12/17 12:07,"Veterans Assistance Foundation, Inc.",13-WI-150,,,,WI,,,,,,,1,1,1,4,4,5,4,1,1,,,,1,1,5,1,1,5,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,5,4,,,,,,5,1,1,1,2,2,2,,1,1,1,2,2,2,,5,5,5,,,,,1,1,2,,,4/30/2017
2798,39069323,,,20170413,,,,,,,,,4/12/17 12:14,Changing Homelessness,15-FL-324,,,,FL,,,,,,,1,1,1,1,2,2,2,2,,,,,1,1,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2017
2799,39069479,,,20170413,,,,,,,,,4/12/17 12:23,Lighthouse Treatment Center,14-CA-171,,,,CA,,,,,,,1,3,2,5,4,5,4,1,2,,,,1,1,5,1,2,,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,5,5,3,,5,,,,1,1,1,1,1,,,1,1,1,1,1,2,,5,5,5,5,5,,,2,1,1,2,,4/30/2017
2800,39069936,,,20170413,,,,,,,,,4/12/17 12:52,Virginia Supportive Housing,12-VA-077,,,,VA,,,,,,,1,1,1,3,3,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2017
2801,39070480,,,20170413,,,,,,,,,4/12/17 13:30,"United Way of Central Indiana, Inc.",C15-IN-503A,,,,IN,,,,,,,1,4,2,5,4,5,4,1,2,,,,1,1,5,1,1,5,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,,,,,,5,,,,1,1,1,1,2,2,,1,1,1,1,2,1,,5,5,5,5,,6,,1,1,1,2,,4/30/2017
2802,39070518,,,20170416,,,,,,,,,4/12/17 13:34,"Goodwill Industries of Houston, Inc.",13-TX-142,,,,TX,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,1,2,,2,2,1,2,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2017
2803,39070747,,,20170413,,,,,,,,,4/12/17 13:52,"Carrfour Supportive Housing, Inc.",12-FL-025,,,,FL,,,,,,,1,1,1,4,3,4,3,1,1,,,,1,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2017
2804,39071518,,,20170421,,,,,,,,,4/12/17 15:20,"WestCare California, Inc.",12-CA-011,,,,CA,,,,,,,1,1,1,5,4,4,4,1,1,,,,1,1,4,1,1,3,2,2,1,2,2,2,2,1,,,1,,,,,1,,,5,,,,,5,1,1,1,2,2,,,1,1,1,,,,,4,4,3,,,,,2,2,2,,,4/30/2017
2805,39080596,,,20170418,,,,,,,,,,Project PLASE  Inc.,14-MD-214,,,,MD,,,,,,,1,1,1,4,4,4,4,1,1,,,,1,1,4,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,2,1,2,2,2,,1,2,1,2,2,2,,5,,5,,,,,1,1,1,2,,4/30/2017
2806,39081986,,,20170420,,,,,,,,,,Commission on Economic Opportunity,15-PA-068,,,,PA,,,,,,,1,1,1,5,4,5,4,1,1,,,,2,1,5,1,1,5,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,5,,,,,,,1,1,1,2,1,1,,1,1,1,2,1,2,,5,5,5,,5,,,2,1,1,2,,4/30/2017
2807,39082113,,,20170414,,,,,,,,,,Veterans  Inc.,12-ZZ-041,,,,ME,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,2,,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,1,2,1,2,2,,,,,,,,,,,,,,,,,2,2,2,,,4/30/2017
2808,39082155,,,20170421,,,,,,,,,,Volunteers of America of Indiana  Inc.,15-IN-201,,,,IN,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,2,,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,4,4,5,5,5,,,,1,2,2,2,1,,,1,2,2,2,1,,,5,,,,4,,,2,1,1,2,,4/30/2017
2809,39082408,,,20170417,,,,,,,,,,Community Hope  Inc.,16-NJ-054,,,,NJ,,,,,,,1,1,1,3,4,4,3,2,,,,,1,2,,1,2,,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,3,,,,,,,4,1,1,2,2,2,,,1,2,2,2,2,,,3,,,,,,,1,1,1,2,,4/30/2017
2810,39082601,,,20170414,,,,,,,,,,Community Hope  Inc.,14-PA-279,,,,NJ,,,,,,,1,1,2,4,4,4,4,1,1,,,,1,1,3,2,2,,,1,1,1,1,,,1,2,,,,,2,2,,,,,,,,,,1,1,1,2,1,,,1,,,,,,,3,,,,,,,1,2,2,,,4/30/2017
2811,39082986,,,20170421,,,,,,,,,,Blue Mountain Action Council,13-ZZ-147,,,,WA,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,1,1,2,2,2,2,2,1,1,1,,,,,,1,5,5,,,,,,5,2,1,1,1,2,,,,1,1,2,,,,,5,5,,,,,3,1,1,2,,4/30/2017
2812,39083040,,,20170421,,,,,,,,,,Volunteers of America Colorado Branch  Inc.,13-ZZ-092,,,,,,,,,,,1,1,1,4,4,4,4,1,1,,,,1,1,4,1,1,4,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,4,4,4,,4,,,4,1,1,1,1,2,2,,1,1,1,1,2,2,,5,5,5,5,,,,2,1,1,2,,4/30/2017
2813,39084523,,,20170417,,,,,,,,,,Volunteers of America Northern Rockies,C2015-MT-500B,,,,MT,,,,,,,1,1,1,5,3,4,4,1,1,,,,1,1,5,2,2,,,2,2,1,2,2,2,1,,1,1,1,2,2,2,1,,,4,5,,,,5,1,2,1,2,2,,,2,2,2,2,2,,,,,,,,,,2,1,2,,,4/30/2017
2814,39084662,,,20170416,,,,,,,,,,Project PLASE  Inc.,14-MD-214,,,,MD,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,1,2,,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,3,3,,,,,,,1,2,,2,2,2,,2,2,1,2,2,2,,,,4,,,,,1,1,2,,X,4/30/2017
2815,39085661,,,20170424,,,,,,,,,,KI BOIS Community Action Foundation Inc.,14-OK-270,,,,OK,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,2,,2,2,2,2,2,2,2,1,,,,,,,,1,,,,,,,,5,1,2,2,2,2,,,1,,,,,,,5,,,,,,,1,1,2,,,4/30/2017
2816,39085721,,,20170415,,,,,,,,,,Advocate Program  Inc.,12-FL-024,,,,FL,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,4,1,2,,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,5,4,,4,4,4,,5,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,3,1,1,2,,4/30/2017
2817,39085775,,,20170428,,,,,,,,,,Advocate Program  Inc.,12-FL-024,,,,FL,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,2,,2,1,1,2,1,2,2,1,,1,1,,1,,,1,,5,5,,5,,,5,1,2,1,2,1,,,1,,1,,1,,,5,,5,,5,,,2,2,2,,,4/30/2017
2818,39085831,,,20170414,,,,,,,,,,Center for Veterans Issues Limited,C15-WI-501A,,,,WI,,,,,,,1,1,1,3,3,4,4,2,,,,,1,1,4,1,1,4,,,,,1,,,,,,,,1,,,,,,,,3,,,,1,,,,,,,1,,,,,,,4,,,,,,,1,2,2,,,4/30/2017
2819,39085957,,,20170414,,,,,,,,,,Catholic Community Services of Western Washington,13-WA-146,,,,OR,,,,,,,1,3,1,1,2,2,2,2,,,,,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,4/30/2017
2820,39086506,,,20170415,,,,,,,,,,Meridian Behavioral Healthcare  Inc.,14-FL-184,,,,FL,,,,,,,1,1,2,5,4,5,4,1,1,,,,1,1,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2017
2822,39086695,,,20170414,,,,,,,,,,Housing First  Inc.,12-AL-002,,,,AL,,,,,,,1,1,1,5,4,5,4,2,,,,,1,1,5,1,1,5,1,,,,,,,,1,2,2,2,1,2,2,1,5,,,,5,,,5,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,2,2,1,2,,4/30/2017
2823,39087031,,,20170417,,,,,,,,,,Cornerstone Rescue Mission,13-SD-136,,,,SD,,,,,,,1,1,1,5,4,4,4,1,1,,,,,,,1,1,4,1,2,1,2,2,2,2,2,2,,2,,,,,,,,,,,,,,1,1,2,2,2,2,,1,1,2,2,2,2,,5,3,,,,,,1,2,2,,,4/30/2017
2824,39089072,,,20170419,,,,,,,,,,United Way of Central Alabama,14-ZZ-153,,,,AL,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,5,5,5,2,4,,,,1,1,1,,1,,,1,2,1,2,2,,,5,,5,,,,,2,1,1,1,,4/30/2017
2825,39091080,,,20170417,,,,,,,,,4/14/17 7:26,"Lynn Housing Authority Development Group, Inc.",14-MA-210,,,,NY,,,,,,,1,3,1,4,4,5,4,1,1,,,,1,1,5,2,,,2,,,,2,2,,,1,,,,1,1,,,2,,,,4,4,,,1,1,1,,1,,,1,,1,1,,,,5,,5,4,,,,2,2,2,,,4/30/2017
2826,39091158,,,20170418,,,,,,,,,4/14/17 7:50,"Services for the UnderServed, Inc.",16-NY-062,,,,NY,,,,,,,1,2,1,5,4,5,4,1,2,,,,1,1,5,1,1,5,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,,5,4,,5,,,5,1,2,1,1,2,,,1,2,1,1,2,,,5,,5,5,,,,2,2,2,,,4/30/2017
2827,39091180,,,20170418,,,,,,,,,4/14/17 7:55,Centerstone of Tennessee Inc.,C15-TN-504A,,,,TN,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,2,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,5,1,1,1,2,2,2,,1,1,,2,2,,,5,5,,,,,,1,1,1,1,,4/30/2017
2828,39091252,,,20170417,,,,,,,,,4/14/17 8:14,Centerstone of Tennessee,12-ZZ-070,,,,IN,,,,,,,1,2,1,4,4,5,4,1,1,,,,1,1,4,1,2,,1,1,2,2,2,2,2,,1,1,2,2,2,2,2,,4,4,,,,,,,1,1,1,1,2,,,1,1,1,1,2,,,5,5,5,5,,,,2,1,1,2,,4/30/2017
2829,39091569,,,20170417,,,,,,,,,4/14/17 9:57,Homeless Services Network of Central Florida Inc,C15-FL-507A,,,,FL,,,,,,,1,2,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,1,,1,,1,,,,1,,1,,,,,,4,,4,,,,,,1,1,,,,,,1,1,,,,,,4,4,,,,,,3,1,2,,,4/30/2017
2830,39091594,,,20170418,,,,,,,,,4/14/17 10:02,Community Catalysts of California,12-CA-019,,,,CA,,,,,,,1,1,1,4,4,5,4,1,1,,,,1,1,4,2,2,,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,,,3,,4,,,3,1,2,1,2,2,2,,1,2,1,2,2,2,,4,,4,,,,,1,2,2,,,4/30/2017
2831,39091628,,,20170421,,,,,,,,,4/14/17 10:07,"Transition Projects, Inc.",C15-OR-501A,,,,OR,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,1,5,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,,5,5,5,5,,,5,1,2,2,1,1,,,1,2,1,1,1,,,5,,5,5,5,,,2,1,2,,,4/30/2017
2832,39091756,,,20170417,,,,,,,,,4/14/17 10:35,Housing Counseling Services,14-ZZ-313,,,,DC,,,,,,,1,1,1,4,4,4,4,1,2,,,,1,1,3,1,2,,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,4,,,,3,,,2,1,2,1,2,2,2,,2,2,2,2,2,2,,,,,,,,,1,1,1,2,X,4/30/2017
2833,39091826,,,20170421,,,,,,,,,4/14/17 11:02,Easter Seals Oregon,14-OR-272,,,,OR,,,,,,,1,1,2,5,4,5,4,1,1,,,,1,1,5,2,1,5,2,2,1,2,1,2,2,1,,,1,,1,,,1,,,5,,5,,,5,1,1,1,2,1,,,1,1,1,2,1,,,5,5,5,,5,,,2,2,1,1,,4/30/2017
2835,39092084,,,20170417,,,,,,,,,4/14/17 12:51,"Northwest Florida Comprehensive Services for Children, Inc.",12-ZZ-026,,,,FL,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,,,5,,5,,,5,1,1,2,2,2,2,,1,1,2,2,2,2,,5,5,,,,,,1,2,2,,,4/30/2017
2836,39101689,,,20170422,,,,,,,,,4/17/17 3:57,"Volunteers of America of Pennsylvania, Inc.",14-PA-282,,,,PA,,,,,,,1,1,1,4,3,4,3,1,1,,,,1,1,4,,2,,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,,,,4,,,,1,2,1,2,2,2,,1,2,1,2,2,2,,5,,5,,,,,1,2,,,,4/30/2017
2837,39102089,,,20170419,,,,,,,,,4/17/17 5:38,FrontLine,12-OH-064,,,,OH,,,,,,,1,1,1,3,4,2,3,2,,,,,1,2,,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,2,1,2,,,4/30/2017
2838,39102546,,,20170418,,,,,,,,,4/17/17 7:13,Harbor Homes Inc,13-NH-115,,,,,,,,,,,1,1,1,3,3,3,3,2,,,,,2,2,,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,3,1,1,2,,4/30/2017
2839,39102599,,,20170418,,,,,,,,,4/17/17 7:25,The Jericho Project,14-NY-250,,,,NY,,,,,,,1,1,1,5,4,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2017
2840,39102878,,,20170421,,,,,,,,,4/17/17 8:01,"Salvation Army, a Georgia Corporation",13-TX-140,,,,TX,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,1,5,1,2,2,2,2,2,2,2,1,,,,,,,,3,,,,,,,,2,2,2,2,2,,,,,,,,,,,,,,,,,1,2,2,,,4/30/2017
2842,39103260,,,20170418,,,,,,,,,4/17/17 8:53,"Community Service Council of Greater Tulsa, Inc.",12-OK-065,,,,OR,,,,,,,1,1,1,5,4,5,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2017
2843,39103277,,,20170418,,,,,,,,,4/17/17 8:56,"Community Service Council of Greater Tulsa, Inc.",12-OK-065,,,,OR,,,,,,,1,1,1,4,4,5,4,1,1,,,,1,1,4,1,1,5,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,5,5,,5,,,,5,1,2,1,1,1,2,,1,2,1,1,1,2,,5,,5,5,5,,,1,1,2,,,4/30/2017
2844,39103407,,,20170418,,,,,,,,,4/17/17 9:25,National Community Health Partners,14-AZ-157,,,,AZ,,,,,,,1,1,1,2,3,4,3,1,,,,,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,3,2,2,2,1,1,1,1,1,,1,1,1,1,1,2,,3,3,3,3,3,,,1,2,2,,,4/30/2017
2845,39103629,,,20170418,,,,,,,,,4/17/17 10:12,Changing Homelessness,C15-FL-510A,,,,FL,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,1,5,5,5,5,5,5,,5,2,1,2,1,2,2,,2,1,1,1,2,2,,,5,5,5,,,,1,2,2,,,4/30/2017
2846,39103686,,,20170418,,,,,,,,,4/17/17 10:24,The Road Home,15-UT-336,,,,UT,,,,,,,,1,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,1,2,2,1,2,2,2,,1,2,2,1,2,2,2,1,5,,,5,,,,5,1,1,1,2,2,,,1,1,1,2,2,,,5,5,5,,,,,1,2,2,,,4/30/2017
2847,39103694,,,20170426,,,,,,,,,4/17/17 10:26,The Road Home,15-UT-336,,,,UT,,,,,,,1,2,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,1,1,1,,,,,1,1,1,1,,,,,1,2,3,3,,,,,5,1,1,1,,,,,1,1,1,,,,,5,5,5,,,,,3,1,2,,,4/30/2017
2848,39103829,,,20170419,,,,,,,,,4/17/17 10:52,"The Workplace, Inc.",13-CT-093,,,,NJ,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,1,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,5,1,2,1,1,2,2,,1,1,1,2,2,2,,5,5,5,,,,,1,2,2,,,4/30/2017
2850,39103962,,,20170420,,,,,,,,,4/17/17 11:07,The Road Home,15-UT-336,,,,UT,,,,,,,1,1,1,4,4,4,4,1,1,,,,1,1,5,2,1,5,,1,,,,,,,,1,,,,,,,,5,,,,,,,1,1,1,,1,,,1,1,1,,1,,,5,5,5,,5,,,1,1,1,2,,4/30/2017
2851,39104062,,,20170418,,,,,,,,,4/17/17 11:24,The Jericho Project,14-NY-250,,,,NY,,,,,,,1,1,1,4,4,4,4,1,1,,,,1,1,5,2,2,,1,,,,,,,,1,,,,,,,,5,,,,,,,,1,,,,,,,1,,,,,,,4,,,,,,,2,2,2,,,4/30/2017
2853,39104132,,,20170421,,,,,,,,,4/17/17 11:34,The Road Home,15-UT-336,,,,UT,,,,,,,1,1,1,4,4,5,4,1,1,,,,1,1,4,2,1,2,,,,,,,,,2,2,2,1,2,2,2,2,,,,3,,,,,1,2,1,2,1,2,,1,2,1,2,1,2,,4,,3,,3,,,1,1,2,,,4/30/2017
2854,39104175,,,20170418,,,,,,,,,4/17/17 11:43,The Road Home,15-UT-336,,,,UT,,,,,,,1,1,1,3,4,4,3,2,,,,,2,2,,2,2,,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,2,2,2,,1,2,1,2,2,2,,4,,4,,,,,1,2,2,,,4/30/2017
2855,39104307,,,20170426,,,,,,,,,4/17/17 12:08,West Central Texas Regional Foundation,15-TX-141,,,,TX,,,,,,,1,1,1,4,4,5,4,1,1,,,,2,1,4,2,2,,,,1,,,,,1,,,1,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,4/30/2017
2857,39104599,,,20170419,,,,,,,,,4/17/17 12:52,The Road Home,15-UT-336,,,,UT,,,,,,,1,1,1,2,2,2,2,2,,,,,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,,,,,,,,1,1,1,1,1,1,,2,2,2,2,2,2,,,,,,,,,1,1,1,2,,4/30/2017
2858,39104692,,,20170418,,,,,,,,,4/17/17 13:09,"ReStart, Inc.",C15-KS-501A,,,,KS,,,,,,,1,3,2,5,4,4,4,2,,,,,1,1,4,1,2,,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,,,,4,,,,,1,1,1,1,1,2,,2,2,2,2,2,2,,,,,,,,,1,,,,,4/30/2017
2859,39104894,,,20170420,,,,,,,,,4/17/17 13:45,U.S.VETS  Las Vegas,13-NV-056,,,,CA,,,,,,,1,1,1,3,3,4,3,2,,,,,1,1,1,2,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,2,2,1,2,2,2,,2,2,1,2,2,2,,,,5,,,,,1,1,2,,X,4/30/2017
2860,39104966,,,20170418,,,,,,,,,4/17/17 14:04,Families in Transition of Santa Cruz County Inc,14-CA-169,,,,CA,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,1,5,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,,5,,5,,,,5,1,1,1,1,1,2,,2,2,2,2,2,2,,,,,,,,,2,2,1,1,,4/30/2017
2861,39105243,,,20170418,,,,,,,,,4/17/17 15:14,Metropolitan Development Council,14-WA-300,,,,WA,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,1,1,3,1,2,,2,1,2,2,,,,,,,,,,,,,,,,,,2,2,1,1,2,,,,2,1,1,2,1,,,,4,4,,4,,2,,,,,4/30/2017
2863,39114241,,,20170421,,,,,,,,,4/18/17 7:39,Volunteers of America of Greater New Orleans,12-LA-038,,,,TX,,,,,,,1,1,1,5,4,5,4,1,1,,,,,,,2,2,,2,1,1,2,1,2,2,1,,1,1,,1,,,1,,5,5,,5,,,5,1,1,1,2,2,,,1,1,1,,,,,5,5,5,,,,,2,2,1,1,,4/30/2017
2864,39114590,,,20170419,,,,,,,,,4/18/17 8:12,Operation Renewed Hope,14-ZZ-318,,,,VA,,,,,,,1,1,1,4,3,4,3,2,,,,,1,2,,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,,2,,5,,4,2,,,,1,1,1,1,2,2,,1,2,1,2,,,,2,,3,,,,,1,2,,,,4/30/2017
2866,39114717,,,20170421,,,,,,,,,4/18/17 8:20,"Travelers Aid of Metropolitan Atlanta, Inc.",14-GA-188,,,,GA,,,,,,,1,1,1,5,4,5,4,1,1,,,,1,1,5,2,2,,1,1,2,2,1,2,2,1,1,1,,,1,,,1,5,5,,,5,,,5,1,1,1,2,2,,,1,1,1,,,,,5,5,5,,,,,2,2,2,,,4/30/2017
2867,39114855,,,20170425,,,,,,,,,4/18/17 8:32,Total Action Against Poverty In Roanoke Valley,14-VA-294,,,,VA,,,,,,,1,1,1,5,4,5,4,1,2,,,,1,1,5,2,2,,2,2,2,1,2,2,2,2,,,,1,,,,,,,,5,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,2,2,2,,,4/30/2017
2869,39115592,,,20170423,,,,,,,,,4/18/17 9:34,"New Directions, Inc.",C2015-CA-600B,,,,CA,,,,,,,1,1,1,5,4,5,4,1,1,,,,2,1,5,1,1,5,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,,5,,,5,,,,,1,2,1,2,2,,,1,2,1,2,2,2,,5,,5,,,,,1,2,2,,,4/30/2017
2870,39115802,,,20170419,,,,,,,,,4/18/17 10:00,Goodwill Industries of the Inland Northwest,14-ZZ-301,,,,WA,,,,,,,1,1,1,4,4,5,4,1,1,,,,1,1,5,1,1,5,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,5,5,4,4,4,,,4,1,1,1,1,1,2,,1,1,1,1,1,2,,5,5,5,4,5,,,3,2,2,,,4/30/2017
2871,39115845,,,20170422,,,,,,,,,4/18/17 10:06,YWCA of Greater Harrisburg,14-PA-273,,,,PA,,,,,,,2,1,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,1,,,,,,,1,1,,,,,,,1,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,4/30/2017
2872,39116473,,,20170419,,,,,,,,,4/18/17 11:35,"Family Endeavors, Inc.",C2015-TX-607H,,,,TX,,,,,,,1,1,1,2,3,2,2,1,1,,,,1,1,2,2,2,,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,2,2,2,1,2,2,2,,1,2,1,2,2,2,,3,,3,,,,,1,2,1,1,X,4/30/2017
2873,39116523,,,20170419,,,,,,,,,4/18/17 11:44,Region XII Commission on Mental Health & Retardation (Pine Belt Mental Health),13-MS-111,,,,MS,,,,,,,1,1,1,3,4,3,4,2,,,,,1,1,2,2,2,,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,,1,1,2,2,1,2,,3,2,,,1,,,1,1,2,,X,4/30/2017
2874,39116996,,,20170419,,,,,,,,,4/18/17 12:46,"Family Endeavors, Inc.",C2015-TX-607H,,,,TX,,,,,,,1,1,1,3,3,3,3,2,,,,,2,2,,1,1,4,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,3,,,,,,,,2,1,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,2,1,1,2,,4/30/2017
2875,39117058,,,20170421,,,,,,,,,4/18/17 13:00,Society of St Vincent de Paul South Pinellas Inc,16-FL-099,,,,FL,,,,,,,1,1,1,5,4,5,4,1,1,,,,2,1,5,2,2,,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,1,1,1,2,1,2,,1,1,1,,1,,,5,5,5,,5,,,2,2,2,,,4/30/2017
2876,39117085,,,20170419,,,,,,,,,4/18/17 13:04,"Family Endeavors, Inc.",C2015-TX-607H,,,,TX,,,,,,,1,1,1,2,2,2,3,2,,,,,1,2,,2,2,,1,1,1,2,1,2,2,,1,2,2,2,2,2,2,2,2,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,3,1,1,2,,4/30/2017
2877,39117124,,,20170421,,,,,,,,,4/18/17 13:09,"Family Endeavors, Inc.",C2015-TX-607H,,,,TX,,,,,,,1,4,1,5,4,5,4,1,1,,,,1,1,5,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,5,5,5,5,5,3,,5,2,1,2,1,2,,,,1,,,,,,,5,,,,,,3,2,2,,,4/30/2017
